,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ig01,ig02,ig03,ig04,ig05,ig06,ig07,ig08
9468,WBGene00219778,125.128823,-0.3233353287,0.1671657111,-1.934220401,0.05308603513,0.09631515753,169.3140036,143.5597181,120.9772702,93.15881673,124.7767274,96.94962725,139.2726556,113.0217654
9469,WBGene00009389,88.48556128,0.3459241848,0.1788958183,1.933662777,0.05315460326,0.09642937742,89.74567406,89.9775698,84.27630059,85.52284814,64.600717,120.9646725,73.47455061,99.32215747
9470,WBGene00022351,878.190595,-0.125553326,0.06493310686,-1.933579526,0.05316484662,0.09643777564,848.4204444,797.6663211,880.8232707,858.2828689,941.5775738,838.7476927,994.6480209,865.3585674
9471,WBGene00000475,22410.96775,-0.08739295817,0.04521498924,-1.93283156,0.05325695117,0.09659448816,22822.23239,21374.22226,24898.20964,23172.11027,22283.7076,21578.85236,22366.96917,20791.4383
9472,WBGene00015232,5653.764676,-0.09074672881,0.04695123962,-1.932786643,0.05326248643,0.09659448816,5708.565041,5822.256455,6251.39849,5569.675485,5737.074635,5217.490949,5635.607695,5288.04866
9473,WBGene00022705,10.40820844,-0.9410836178,0.4869308763,-1.932684214,0.05327511104,0.09660718436,17.57904956,4.043935722,8.155771025,8.399565443,12.3891786,7.115568973,16.44952625,9.133071951
9474,WBGene00007816,6.197301194,1.282684816,0.6637737312,1.932412743,0.05330858247,0.09665767677,3.700852538,11.12082323,2.718590342,13.74474345,2.654823986,4.447230608,5.483175418,5.70816997
9475,WBGene00007194,371.3882728,0.1665711645,0.08620325721,1.932307083,0.05332161468,0.09667110258,345.1044992,423.6022668,383.3212382,389.4343978,347.7819422,385.1301706,325.7006198,371.031048
9476,WBGene00022796,2.975249047,2.073811571,1.073347894,1.932096371,0.05334761222,0.09670802898,0,6.065903582,2.718590342,1.527193717,0,4.447230608,2.193270167,6.849803964
9477,WBGene00000951,18.15911924,0.7142445205,0.3697692258,1.931595359,0.05340946908,0.09680994616,12.95298388,31.34050184,16.31154205,18.3263246,10.61929595,18.67836855,15.35289117,21.69104588
9478,WBGene00019918,340.6643384,-0.164843493,0.0853620416,-1.93111001,0.05346944941,0.0969084408,350.655778,330.5917452,383.3212382,324.5286648,350.4367662,324.6478344,358.5996724,302.5330084
9479,WBGene00011980,5886.76247,-0.1968165098,0.1019863847,-1.929831226,0.05362775305,0.09718509778,5336.62936,4771.844151,6483.837965,5427.64647,6484.850057,5773.394775,6846.292827,5969.604154
9480,WBGene00219915,1.331649065,2.919274337,1.512929326,1.929551028,0.05366249161,0.09723779334,0,2.021967861,0,0.7635968584,0.8849413288,3.557784486,0,3.424901982
9481,WBGene00011936,895.9737125,0.1296712952,0.067204892,1.929491907,0.0536698238,0.09724082199,960.3712337,969.5335892,814.2178073,939.9877327,822.9954358,953.4862423,823.5729478,883.6247113
9482,WBGene00022555,43.16749646,-0.4530132007,0.2348719682,-1.928766571,0.05375984762,0.09739365771,45.3354436,33.3624697,46.21603581,41.99782721,61.06095169,38.24618323,47.1553086,31.96575183
9483,WBGene00008843,15.19791148,-0.7351493643,0.3812083982,-1.928471062,0.05379656035,0.09744989071,21.2799021,11.12082323,20.38942756,11.45395288,16.81388525,11.56279958,17.54616134,11.41633994
9484,WBGene00021942,116.608564,0.2709504877,0.1405088485,1.928351778,0.05381138556,0.09746646786,98.07259227,122.3290556,106.0250233,125.2298848,109.7327248,123.6330109,108.5668733,139.2793473
9485,WBGene00019669,3.96203055,1.600165202,0.8299450661,1.92803749,0.05385046324,0.09752696442,3.700852538,4.043935722,0,5.345178009,2.654823986,8.005015094,1.096635084,6.849803964
9486,WBGene00219728,12.39090827,0.9302590952,0.4825465008,1.927812332,0.0538784732,0.09756740592,15.72862329,13.1427911,5.437180683,12.21754973,7.964471959,23.12559916,4.386540335,17.12450991
9487,WBGene00045488,150.848807,-0.2383765501,0.1236688538,-1.927539091,0.05391248133,0.09761869972,152.6601672,139.5157824,172.6304867,133.6294502,159.2894392,135.1958105,168.8818029,144.9875172
9488,WBGene00009659,597.633666,-0.1770737091,0.091957169,-1.925610705,0.05415300098,0.0980438713,606.9398163,561.0960814,611.6828268,651.3481202,727.4217723,529.2204423,592.1829452,501.1773233
9489,WBGene00009807,4.631531548,-1.49602105,0.7769825343,-1.925424297,0.05417629836,0.09806537969,8.326918212,3.032951791,9.515066195,1.527193717,1.769882658,1.778892243,7.676445586,3.424901982
9490,WBGene00012755,181.0821276,0.2374407215,0.123316138,1.92546349,0.05417139936,0.09806537969,165.6131511,221.4054808,169.9118963,196.2443926,152.2099086,200.1253774,178.7515186,164.3952951
9491,WBGene00020568,25.68983165,0.614617883,0.3192646605,1.925104651,0.05421626718,0.0981273878,14.80341015,41.45034115,21.74872273,23.67150261,25.66329854,27.57282977,18.64279642,31.96575183
9492,WBGene00000286,89.48870524,0.3692774541,0.1918363079,1.924961224,0.05423420955,0.09814027646,69.3909851,76.83477871,77.47982473,80.94126699,80.52966092,121.8541187,84.44090144,124.4381053
9493,WBGene00012894,2142.539977,-0.1015449823,0.05275183526,-1.924956388,0.05423481455,0.09814027646,2319.509328,1959.286857,2283.615887,2150.288753,2103.505539,2180.032444,2171.337466,1972.743542
9494,WBGene00004969,276.7642034,0.1844790968,0.0958664161,1.924334968,0.05431261017,0.0982603494,248.8823332,308.3500988,285.4519859,293.2211936,256.6329854,299.743343,247.8395289,273.9921585
9495,WBGene00012576,420.1818204,-0.1701543698,0.08842040545,-1.924378981,0.05430709712,0.0982603494,445.0275178,447.8658812,468.9568339,402.4155444,424.7718378,346.8839874,441.9439387,383.589022
9496,WBGene00044900,4.577699171,1.523314627,0.7919062307,1.9236048,0.05440413892,0.09841557481,1.850426269,10.1098393,1.359295171,2.290790575,1.769882658,8.005015094,4.386540335,6.849803964
9497,WBGene00013756,598.9077033,-0.1445871575,0.07517109015,-1.92344101,0.05442468822,0.0984423812,633.7709972,628.8320047,678.2882902,536.8085915,619.4589302,555.903826,584.5064996,553.6924871
9498,WBGene00013042,179.6089416,0.2199857767,0.114383647,1.923227511,0.05445148369,0.09847725039,174.8652824,193.0979307,159.037535,189.3720209,154.8647325,190.34147,174.3649783,200.9275829
9499,WBGene00020766,5.941359544,1.428989362,0.7430284355,1.923196064,0.05445543145,0.09847725039,6.476491942,10.1098393,0,9.163162301,1.769882658,13.34169182,4.386540335,2.283267988
9500,WBGene00006497,4101.65764,-0.07165181773,0.03729374495,-1.921282451,0.05469610828,0.09890207873,4215.271041,4078.309175,4340.22948,3874.49046,4177.808013,4013.180901,4080.579146,4033.392901
9501,WBGene00008632,14.25972478,-0.8020281712,0.4175371228,-1.920854763,0.05475002015,0.09898914284,16.65383642,13.1427911,12.23365654,6.108774867,22.12353322,11.56279958,20.83606659,11.41633994
9502,WBGene00007486,99.70734556,0.3090588058,0.1609191591,1.92058427,0.05478413978,0.09904040761,86.04482152,108.1752806,80.19841508,101.5583822,103.5381355,129.8591338,85.53753653,102.7470595
9503,WBGene00015005,7.466155264,-1.11430131,0.5803224628,-1.920141613,0.05484001429,0.09913098658,6.476491942,6.065903582,16.31154205,3.817984292,10.61929595,5.33667673,7.676445586,3.424901982
9504,WBGene00018784,1489.647922,0.1207748795,0.062903398,1.92000565,0.05485718576,0.09915159269,1496.069639,1722.716617,1291.330412,1488.250277,1464.577899,1498.716715,1450.848216,1504.673604
9505,WBGene00045305,224.3945306,0.2042959474,0.1064105066,1.919885112,0.05487241282,0.09916868043,203.5468896,221.4054808,228.3615887,235.9514293,204.421447,239.2610067,198.4909501,263.7174526
9506,WBGene00012838,1.268663265,2.86317455,1.491489067,1.919675185,0.0548989406,0.09920618574,0,2.021967861,0,2.290790575,0.8849413288,2.668338365,0,2.283267988
9507,WBGene00007431,80.07653227,0.3655368707,0.1904681403,1.919149681,0.05496539359,0.0993156114,79.56832958,118.2851199,63.88687303,85.52284814,75.22001295,83.60793543,60.3149296,74.20620961
9508,WBGene00010188,91.56061936,0.3618739106,0.188563902,1.919104912,0.05497105794,0.0993156114,72.1666245,83.91166622,73.40193922,85.52284814,99.99837016,121.8541187,73.47455061,122.1548374
9509,WBGene00012931,336.1112659,-0.1771847796,0.09233215373,-1.918993248,0.0549851883,0.09933069352,324.7498103,320.4819059,327.5901362,311.5475182,378.7548887,319.3111576,394.7886301,311.6660803
9510,WBGene00044649,9.421877502,0.9718888815,0.506482849,1.918897912,0.05499725494,0.09934204473,7.401705077,15.16475896,4.077885512,14.50834031,7.07953063,8.005015094,6.579810502,12.55797393
9511,WBGene00007133,70.98348953,0.3611472038,0.1882705981,1.91823475,0.05508125177,0.09948330805,49.96150927,65.71395548,69.32405371,83.99565443,64.600717,86.27627379,65.79810502,82.19764756
9512,WBGene00017676,743.1721654,-0.129477484,0.06750768734,-1.917966517,0.05511525686,0.09953426013,804.010214,738.0182692,842.7630059,704.0363035,734.5013029,716.893574,728.1656956,676.9889584
9513,WBGene00007515,96.32078681,-0.3198458141,0.1668311688,-1.9171826,0.05521473776,0.09970343375,88.82046092,90.98855374,133.2109267,76.35968584,107.0779008,89.83405828,99.79379261,84.48091555
9514,WBGene00021536,2623.844067,-0.1088787124,0.05680467263,-1.916721061,0.05527337819,0.09978834373,2536.009202,2417.262578,3025.79105,2686.333748,2647.744456,2533.142554,2692.23913,2452.229819
9515,WBGene00189956,17.59164619,-0.7180226252,0.3746096323,-1.916722271,0.05527322433,0.09978834373,26.8311809,9.098855374,16.31154205,18.3263246,24.77835721,14.23113795,19.73943151,11.41633994
9516,WBGene00010858,101.9012405,0.2998302491,0.1564427228,1.916549673,0.05529516693,0.09981718974,90.67088719,112.2192163,92.43207161,117.5939162,107.0779008,107.6229807,74.57118569,113.0217654
9517,WBGene00017949,13.96577465,0.7932688591,0.413931825,1.91642394,0.05531115596,0.09983556131,7.401705077,16.17574289,10.87436137,15.27193717,9.734354617,23.12559916,13.159621,15.98287592
9518,WBGene00010150,381.2964586,-0.1753887511,0.09154469982,-1.915881,0.05538024438,0.09994976234,373.7861064,346.7674881,407.7885512,323.765068,410.6127766,352.2206641,423.3011423,412.1298718
9519,WBGene00000140,653.7170191,0.1928800932,0.1006871176,1.915638244,0.05541115808,0.09999504922,602.3137506,527.7336117,569.5446766,720.0718375,642.4674047,776.4864641,625.0819977,766.0364099
9520,WBGene00019008,1031.830148,-0.113213709,0.0591079316,-1.915372539,0.05544501066,0.1000456295,1081.574154,967.5116214,1128.214992,1064.454021,1040.691003,986.3957488,1045.093235,940.706411
9521,WBGene00007537,1.866966964,2.615568755,1.365986338,1.914783979,0.05552005847,0.1001705246,0,3.032951791,1.359295171,2.290790575,0.8849413288,6.226122851,0,1.141633994
9522,WBGene00017354,28.56163906,-0.5530026884,0.2888310195,-1.914623607,0.05554052227,0.100196922,37.00852538,18.19771075,33.98237927,30.54387434,34.51271182,19.56781467,30.70578234,23.97431387
9523,WBGene00018624,9.127644183,-0.9858477202,0.5149504954,-1.914451446,0.05556249749,0.1002260403,7.401705077,4.043935722,13.59295171,5.345178009,13.27411993,7.115568973,14.25625609,7.991437958
9524,WBGene00022365,343.8086949,0.2004059117,0.1047819905,1.912598824,0.05579943034,0.1006428617,310.8716132,319.470922,274.5776245,345.9093769,342.4722942,394.0246319,348.7299566,414.4131398
9525,WBGene00014166,351.3028911,-0.1867024919,0.09762788268,-1.912389031,0.05582631392,0.1006807791,418.1963368,352.8333917,372.4468768,303.9115496,355.7464142,298.8538969,346.5366864,361.8979761
9526,WBGene00000911,5249.282422,-0.1117552847,0.05844195853,-1.912244003,0.0558449045,0.1006901626,5032.234239,4567.625398,5763.411524,5062.647171,5397.257164,4969.335481,5619.158169,5582.59023
9527,WBGene00003848,3.844720377,1.764720539,0.9228445175,1.912262039,0.05584259229,0.1006901626,0.9252131346,1.01098393,0,10.69035602,2.654823986,5.33667673,3.289905251,6.849803964
9528,WBGene00012399,5.147285033,1.443720454,0.7550004962,1.912211266,0.05584910171,0.1006901626,0.9252131346,4.043935722,0,9.163162301,4.424706644,8.005015094,5.483175418,9.133071951
9529,WBGene00009739,2716.586424,0.09408796224,0.04922524936,1.911376041,0.0559562734,0.1008727951,2628.530515,2776.161873,2403.233862,2876.469366,2771.636242,2866.68485,2704.302116,2705.672566
9530,WBGene00019274,958.9230499,-0.1116877192,0.05843705443,-1.911248271,0.05597268325,0.1008917894,989.0528409,984.6983482,1018.112083,921.6614081,986.7095816,861.8732918,990.2614805,919.0153651
9531,WBGene00007349,80.76079399,0.3259822237,0.1706131804,1.910650882,0.05604946083,0.1010195822,76.79269017,94.02150553,72.04264405,92.39521987,67.25554099,96.94962725,71.28128044,75.3478436
9532,WBGene00007059,476.3314997,-0.1569533173,0.08219758621,-1.909463824,0.05620228421,0.1012843934,482.9612563,431.6901383,496.1427373,425.3234501,481.4080829,500.7581665,549.4141769,442.9539896
9533,WBGene00001358,777.68934,-0.1478328996,0.07743294048,-1.909173262,0.05623974429,0.10134127,845.644805,837.0946944,778.8761329,771.232827,852.1984996,660.8584683,791.7705304,683.8387624
9534,WBGene00016508,2983.394983,-0.07906097812,0.04141299456,-1.909086241,0.05625096732,0.1013508618,2978.26108,2986.44653,3016.275984,2832.944345,3197.293021,2845.338143,3062.901789,2947.698972
9535,WBGene00044009,9.506554331,0.9861704122,0.5166255082,1.90886899,0.05627899425,0.101390725,3.700852538,14.15377503,8.155771025,9.926759159,5.309647973,16.89947631,8.773080669,9.133071951
9536,WBGene00020491,120.8921168,0.2620144687,0.1372675232,1.908787036,0.05628956991,0.1013991434,106.3995105,136.4828306,114.1807943,131.3386596,112.3875488,137.8641488,107.4702382,121.0132034
9537,WBGene00016405,13294.58575,-0.1126721094,0.05903141832,-1.90868037,0.05630333696,0.1014133084,12659.69132,11201.70195,14197.83806,13111.72166,13906.85298,12970.79279,14492.03263,13816.05459
9538,WBGene00019532,10.76664083,-0.8907954648,0.4667272079,-1.908599819,0.05631373525,0.1014214032,14.80341015,8.087871443,14.95224688,7.635968584,9.734354617,5.33667673,16.44952625,9.133071951
9539,WBGene00017849,161.8903076,-0.2502239346,0.1311099363,-1.908504738,0.05632601143,0.1014328781,180.4165613,136.4828306,171.2711915,128.2842722,189.3774444,155.6530713,160.1087222,173.5283671
9540,WBGene00001423,21895.07712,-0.07139873575,0.03741499291,-1.90829211,0.05635347227,0.1014716925,22355.92497,21453.079,23669.40681,22031.29656,21789.91034,21465.00325,21944.76466,20451.23137
9541,WBGene00020018,188.332952,0.220065568,0.1153703778,1.907470289,0.05645971488,0.1016523406,180.4165613,222.4164647,163.1154205,196.2443926,181.4129724,184.1153472,168.8818029,210.0606549
9542,WBGene00013233,54.2291329,0.4149049552,0.2175249914,1.907389824,0.0564701261,0.1016604303,52.73714867,45.49427687,42.13815029,68.72371726,47.78683176,62.26122851,42.76876826,71.92294162
9543,WBGene00008847,18.3707666,-0.6888702925,0.361210096,-1.907118046,0.05650530288,0.1017130979,19.42947583,15.16475896,27.18590342,18.3263246,24.77835721,9.783907337,19.73943151,12.55797393
9544,WBGene00012101,126.0732415,0.2808214943,0.1473322206,1.906042637,0.05664467405,0.1019532912,114.7264287,153.6695574,140.0074026,127.5206754,103.5381355,141.4219333,98.69715753,129.0046413
9545,WBGene00013347,3881.516152,-0.09015406578,0.04730243695,-1.905907424,0.05666221763,0.1019684103,3722.132441,3680.992491,4022.15441,3789.731208,3929.1395,3757.909864,4341.578296,3808.491004
9546,WBGene00015970,27.50447681,-0.5699482901,0.2990463076,-1.905886398,0.05666494612,0.1019684103,29.60682031,24.26361433,36.70096961,24.43509947,39.8223598,16.01003019,25.22260692,23.97431387
9547,WBGene00022475,292.2824749,-0.1740503091,0.09133594221,-1.905605886,0.05670135791,0.1020232456,321.0489577,288.1304202,296.3263472,262.6773193,310.6144064,265.9443904,309.2510936,284.2668645
9548,WBGene00013272,8.968728178,0.9828320552,0.5158359134,1.905319172,0.05673859483,0.102079554,6.476491942,12.13180716,8.155771025,13.74474345,4.424706644,13.34169182,5.483175418,7.991437958
9549,WBGene00022083,50.09807966,0.476027258,0.2498529517,1.905229675,0.05675022233,0.102089781,31.45724658,48.52722866,58.44969234,73.30529841,31.85788784,58.70344402,48.25194368,50.23189573
9550,WBGene00000205,1583.516743,-0.1021174954,0.05360936443,-1.904844358,0.05680030589,0.1021691785,1636.702035,1611.508385,1606.686892,1583.699884,1634.486634,1520.063422,1683.334853,1391.651839
9551,WBGene00219287,6.951670641,-1.175676847,0.6173236824,-1.90447391,0.05684849144,0.1022451456,13.87819702,2.021967861,6.796475854,7.635968584,7.07953063,2.668338365,10.96635084,4.566535976
9552,WBGene00018374,313.9771976,0.1986248808,0.104298482,1.904388989,0.0568595422,0.1022543149,291.4421374,270.9436933,274.5776245,345.9093769,292.9155798,363.7834637,310.3477287,361.8979761
9553,WBGene00019016,4.594973855,-1.645192316,0.8639395809,-1.904290939,0.0568723036,0.1022665583,7.401705077,6.065903582,12.23365654,0,2.654823986,1.778892243,5.483175418,1.141633994
9554,WBGene00013653,12.17701419,0.8644046764,0.4539676436,1.904110763,0.05689576025,0.102298029,10.17734448,15.16475896,8.155771025,12.98114659,11.50423727,21.34670692,4.386540335,13.69960793
9555,WBGene00022868,128.6559768,0.2913754242,0.1530794847,1.903425692,0.05698502124,0.1024477964,143.4080359,132.4388949,97.8692523,129.8114659,106.1929595,138.753595,112.9534136,167.8201971
9556,WBGene00019957,3558.366549,0.1055868164,0.05547796862,1.903220667,0.05701175755,0.1024851372,3404.784335,3261.434159,3562.712643,3764.532512,3327.379396,3735.673711,3420.404826,3990.010809
9557,WBGene00000054,36.22198867,0.494469761,0.2598662245,1.902785797,0.0570685013,0.1025764063,20.35468896,44.48329294,33.98237927,38.17984292,34.51271182,45.3617522,31.80241743,41.09882378
9558,WBGene00004301,5.587165612,1.36740235,0.7187943962,1.902355329,0.05712471682,0.102666707,4.626065673,4.043935722,4.077885512,4.581581151,2.654823986,13.34169182,1.096635084,10.27470595
9559,WBGene00013694,809.3000491,0.120222478,0.06322865613,1.901392269,0.05725065137,0.1028822774,760.5251967,898.7647141,744.8937536,807.8854762,794.6773133,864.5416302,800.5436111,802.5686977
9560,WBGene00007115,39.03740336,0.4927448872,0.2592245458,1.900841934,0.05732271955,0.1030010122,34.23288598,39.42837329,35.34167444,48.87019894,28.31812252,33.79895262,31.80241743,60.50660168
9561,WBGene00001910,854.511183,-0.1377606737,0.07248158246,-1.90063005,0.05735048658,0.1030401274,870.6255597,833.0507586,914.8056499,903.3350835,906.1799207,707.1096667,891.564323,809.4185017
9562,WBGene00013762,124.6476579,-0.3112559967,0.1638832635,-1.899254323,0.0575310454,0.1033537228,121.2029206,100.0874091,108.7436137,100.7947853,151.3249672,110.2913191,168.8818029,135.8544453
9563,WBGene00044901,613.0987126,0.1916740802,0.1009494471,1.898713521,0.05760215277,0.1034706452,558.8287333,769.358771,504.2985084,669.6744448,645.1222287,534.5571191,577.9266891,645.0232066
9564,WBGene00009395,1.80736589,2.551563386,1.343943326,1.898564722,0.05762173047,0.1034858717,0.9252131346,2.021967861,0,2.290790575,0,3.557784486,1.096635084,4.566535976
9565,WBGene00020208,1534.079517,-0.09763545983,0.0514261268,-1.898557521,0.05762267802,0.1034858717,1495.144426,1425.487342,1666.495879,1502.758617,1568.116035,1532.515667,1620.826654,1461.291512
9566,WBGene00000950,42.10438252,0.4924568345,0.2594547516,1.898045156,0.05769013383,0.1035853579,30.53203344,32.35148577,31.26378893,45.81581151,41.59224245,63.15067463,36.18895776,55.9400657
9567,WBGene00010074,2.353640848,2.268578844,1.195211875,1.898055811,0.05768873042,0.1035853579,0,1.01098393,1.359295171,2.290790575,0.8849413288,5.33667673,1.096635084,6.849803964
9568,WBGene00000718,33.80494528,1.244036699,0.6554913104,1.897869094,0.05771332861,0.1036161746,31.45724658,65.71395548,1.359295171,42.76142407,29.20306385,43.58285996,17.54616134,38.81555579
9569,WBGene00012247,103.9480674,-0.2960290889,0.1560087395,-1.897516061,0.05775986109,0.1036888801,120.2777075,97.05445732,125.0551557,82.46846071,94.68872218,94.28128889,118.436589,99.32215747
9570,WBGene00004771,581.6019383,0.1336533923,0.07044733816,1.89720997,0.05780023152,0.1037505096,525.5210605,579.2937921,539.6401828,622.3314396,595.5655143,614.60727,557.0906225,618.7656247
9571,WBGene00016553,8.014807351,1.106650707,0.5834365741,1.896779797,0.05785700678,0.1038415696,4.626065673,6.065903582,5.437180683,12.98114659,7.07953063,17.78892243,3.289905251,6.849803964
9572,WBGene00008723,50.23725919,-0.4154135581,0.2190941155,-1.896050732,0.05795333652,0.1040035954,69.3909851,41.45034115,54.37180683,45.81581151,54.86636239,36.46729099,50.44521385,49.09026174
9573,WBGene00013782,6.293409203,1.224070327,0.6456378759,1.895908485,0.0579721467,0.1040264845,1.850426269,9.098855374,5.437180683,6.108774867,3.539765315,6.226122851,4.386540335,13.69960793
9574,WBGene00022053,2320.84996,0.07902030816,0.04170599021,1.894699245,0.05813225784,0.1043028959,2289.902508,2461.74587,2284.975182,2353.405518,2184.035199,2380.157821,2272.227893,2340.349688
9575,WBGene00012581,72.39880362,-0.3918881029,0.2068666032,-1.894400047,0.05817193018,0.1043631767,67.54055883,58.63706796,89.71348127,79.41407328,104.4230768,57.8139979,67.99137519,53.65679771
9576,WBGene00004035,1.294586052,2.861503265,1.511242602,1.893477103,0.05829445036,0.1045720623,0,3.032951791,0,3.054387434,0,0.8894461216,1.096635084,2.283267988
9577,WBGene00195073,12.62793524,0.8832417021,0.4666731679,1.892634424,0.05840650259,0.1047621282,14.80341015,14.15377503,4.077885512,16.79913089,11.50423727,20.4572608,4.386540335,14.84124192
9578,WBGene00003092,68.95749054,-0.442642304,0.2338942826,-1.892488773,0.05842588807,0.1047763663,49.96150927,62.68100368,112.8214992,67.19652354,67.25554099,51.58787505,89.92407686,50.23189573
9579,WBGene00235348,71.11077461,-0.3413600296,0.1803767888,-1.892483128,0.05842663947,0.1047763663,83.26918212,56.6151001,72.04264405,60.32415181,74.33507162,64.92956688,87.73080669,69.63967363
9580,WBGene00016394,41.10597897,-0.4859979938,0.2568397207,-1.892222872,0.05846129226,0.1048275656,49.03629613,40.43935722,55.731102,21.38071204,46.0169491,39.13562935,40.5754981,36.53228781
9581,WBGene00002041,747.1810362,0.1480262617,0.07823345483,1.892109483,0.05847639514,0.1048437027,651.3500468,755.204996,642.9466158,731.5257904,781.4031933,827.1848931,755.5815726,832.2511816
9582,WBGene00010055,3087.386159,-0.08716236034,0.04608228278,-1.891450577,0.05856422257,0.1049792565,3117.968264,2999.589321,3448.531848,3062.023402,3062.781939,2898.70491,3101.284017,3008.205574
9583,WBGene00019881,729.7283158,-0.1254687263,0.06633447971,-1.891455648,0.0585635462,0.1049792565,739.2452946,731.9523656,761.2052956,735.3437747,751.3151882,650.1851149,796.1570707,672.4224224
9584,WBGene00009867,3.742696137,1.628477339,0.8610377163,1.891296174,0.05858481912,0.1050052194,0,5.054919652,2.718590342,5.345178009,3.539765315,5.33667673,1.096635084,6.849803964
9585,WBGene00019480,39.65764196,0.4525307299,0.2393114008,1.89097021,0.05862832099,0.1050722272,35.15809912,49.53821259,36.70096961,50.39739266,31.85788784,41.80396771,30.70578234,41.09882378
9586,WBGene00001148,1256.768246,-0.1260835652,0.06670175995,-1.890258447,0.05872340321,0.1052316525,1182.422386,1093.884613,1449.008652,1256.116832,1314.137873,1222.988417,1307.18902,1228.398177
9587,WBGene00017509,54.733578,-0.4295793531,0.2272689004,-1.890180981,0.0587337594,0.1052392322,63.83970629,58.63706796,47.57533098,54.21537695,72.56518896,36.46729099,66.8947401,37.6739218
9588,WBGene00219796,64.02719613,0.4134088622,0.218728522,1.89005466,0.05875065009,0.1052585177,44.41023046,71.77985906,38.06026478,72.54170155,58.4061277,65.819013,77.86109094,83.33928156
9589,WBGene00007458,17515.96915,-0.0714282812,0.03779355347,-1.889959388,0.05876339178,0.1052649382,18412.66659,16863.21196,16784.57677,17367.24695,18505.89307,16714.47152,18084.60916,17395.07717
9590,WBGene00010209,87.04123694,-0.3373192173,0.1784817986,-1.889936228,0.05876648954,0.1052649382,124.9037732,72.79084299,78.8391199,78.65047642,90.26401554,72.04513585,93.21398211,85.62254955
9591,WBGene00045495,87.43107775,0.3173167058,0.1680017445,1.888770302,0.05892261379,0.1055335898,73.09183763,101.098393,67.96475854,89.34083243,75.22001295,93.39184277,94.31061719,105.0303274
9592,WBGene00012280,88.59002254,0.3380054658,0.1789684721,1.888631343,0.05894124416,0.1055559521,67.54055883,74.81281085,78.8391199,102.321979,78.75977826,118.2963342,88.82744178,99.32215747
9593,WBGene00022426,1052.563622,-0.1032616392,0.05469150341,-1.888074614,0.05901593431,0.1056786948,1088.975859,1046.368368,1071.124595,1049.182083,1125.64537,979.2801799,1074.702382,985.2301368
9594,WBGene00007384,365.2078662,0.2301526765,0.1219275919,1.887617667,0.05907729662,0.1057555024,311.7968264,339.6906006,400.9920754,490.99278,316.8089957,341.5473107,319.1208093,400.7135319
9595,WBGene00013264,14.59976186,0.7623987454,0.4038923838,1.887628428,0.05907585092,0.1057555024,7.401705077,15.16475896,10.87436137,18.3263246,15.04400259,19.56781467,9.869715753,20.54941189
9596,WBGene00020990,1.927622702,-2.911633044,1.542422712,-1.887701097,0.05906608909,0.1057555024,5.551278808,0,0,0.7635968584,7.964471959,0,0,1.141633994
9597,WBGene00015579,1324.60299,-0.1065629948,0.05645760228,-1.887487078,0.05909484275,0.1057758892,1370.240652,1276.872704,1283.174641,1340.112487,1383.163297,1290.586322,1458.524661,1194.149158
9598,WBGene00018056,27.64318525,-0.5773508766,0.3059774546,-1.886906594,0.0591728901,0.1059045537,47.18586987,25.27459826,27.18590342,21.38071204,25.66329854,18.67836855,31.80241743,23.97431387
9599,WBGene00003518,197.9563452,0.2219552215,0.1176564732,1.886468423,0.05923185975,0.1059990506,206.322529,197.1418664,164.4747157,233.6606387,168.1388525,210.7987308,191.9111396,211.2022889
9600,WBGene00001668,3.302199956,1.677644904,0.889937042,1.885127626,0.059412609,0.106298093,0.9252131346,5.054919652,1.359295171,3.817984292,1.769882658,4.447230608,2.193270167,6.849803964
9601,WBGene00018513,473.5697335,-0.1371010582,0.07272913855,-1.885091188,0.05941752761,0.106298093,495.9142402,439.7780097,492.0648518,442.122581,487.6026722,451.8386298,507.7420437,471.4948395
9602,WBGene00018931,50.34412377,0.3944320456,0.2092351435,1.885113748,0.05941448228,0.106298093,42.55980419,53.58214831,43.49744546,59.56055496,45.13200777,55.14565954,42.76876826,60.50660168
9603,WBGene00009294,1544.043216,0.09737507402,0.0516681617,1.884624318,0.0594805767,0.1063887283,1573.787542,1632.739048,1408.229797,1598.208225,1520.329203,1636.580864,1461.814567,1520.65648
9604,WBGene00021031,3.228114891,1.731148237,0.9185622065,1.884628199,0.05948005241,0.1063887283,0.9252131346,5.054919652,0,6.872371726,2.654823986,3.557784486,2.193270167,4.566535976
9605,WBGene00086560,2.661978913,-1.913741035,1.015491722,-1.884546169,0.05949113585,0.1063965363,4.626065673,1.01098393,5.437180683,2.290790575,2.654823986,0.8894461216,4.386540335,0
9606,WBGene00021518,851.4772475,0.1150681444,0.06107272378,1.884116792,0.05954917937,0.1064892571,853.0465101,864.3912605,781.5947232,843.0109317,806.1815505,926.8028587,825.766218,911.0239272
9607,WBGene00013237,2850.512439,-0.08095110924,0.04297044172,-1.883878918,0.05958135555,0.1065357058,2997.690556,2796.381551,2915.688141,2884.105334,2839.776724,2770.624669,2974.074347,2625.758186
9608,WBGene00017090,1.744007243,-2.656327852,1.410163571,-1.883701939,0.05960530403,0.1065674347,4.626065673,2.021967861,1.359295171,0,2.654823986,0,3.289905251,0
