,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ig01,ig02,ig03,ig04,ig05,ig06,ig07,ig08
1649,WBGene00001385,15176.26577,0.2835112042,0.03789264369,7.481958938,7.32E-14,7.63E-13,13905.95341,15698.55847,13807.72034,16650.2295,13760.83766,17464.2746,13285.73404,16836.81814
1650,WBGene00018609,3178.844515,-0.3566359164,0.04766699529,-7.481820791,7.33E-14,7.63E-13,3694.376047,2972.292755,3415.908764,2775.67458,3574.278027,2593.624891,3588.189994,2816.411063
1651,WBGene00010703,209.3989708,0.9235714271,0.1234666938,7.480328491,7.41E-14,7.71E-13,162.8375117,302.2841952,122.3365654,242.0602041,131.856258,281.9544205,159.0120871,272.8505246
1652,WBGene00002189,757.3180377,0.5440658424,0.07274353789,7.479232632,7.48E-14,7.77E-13,576.4077829,860.3473248,619.8385979,870.5004186,692.9090605,943.702335,573.5401488,921.2986331
1653,WBGene00011063,30121.5276,-0.4543343689,0.06074654105,-7.47918089,7.48E-14,7.77E-13,35323.71227,27538.19128,38435.43025,26812.17649,33326.0055,24144.90442,32224.62193,23167.17864
1654,WBGene00006882,358.326101,0.6705082057,0.08967769648,7.476866958,7.61E-14,7.91E-13,273.8630878,395.2947168,266.4218535,442.122581,274.3318119,477.6325673,291.7049323,445.2372576
1655,WBGene00001716,207.9432075,3.138205338,0.4197707854,7.475997489,7.66E-14,7.95E-13,79.56832958,303.2951791,19.03013239,374.9260575,28.31812252,425.1552461,41.67213318,391.5804599
1656,WBGene00016143,2629.559442,-0.3522875323,0.04712892472,-7.474974962,7.72E-14,8.01E-13,2919.04744,2440.515208,2980.934309,2297.662947,2922.961209,2131.112907,2970.784442,2373.457073
1657,WBGene00007980,5606.347213,-0.2477759271,0.03315096543,-7.474169271,7.77E-14,8.05E-13,6025.913146,5200.501338,6023.036902,4990.869067,6095.475873,5122.320214,6197.084858,5195.576306
1658,WBGene00019719,4052.604934,-0.3425236059,0.04585561808,-7.469610492,8.04E-14,8.33E-13,4432.696128,3556.641467,4919.289223,3700.390376,4404.352993,3456.387628,4377.767254,3573.314401
1659,WBGene00004911,65.72866869,1.567472749,0.2099063386,7.467486494,8.17E-14,8.46E-13,29.60682031,104.1313448,29.90449376,95.4496073,39.8223598,112.9596574,32.89905251,81.05601357
1660,WBGene00002003,3261.560258,-0.3021348542,0.04046519213,-7.466537,8.23E-14,8.52E-13,3525.987256,3016.776048,3709.516521,2907.01324,3537.995433,2797.308052,3635.345302,2962.540214
1661,WBGene00001755,5705.152803,-0.4249180122,0.05692632778,-7.464349603,8.37E-14,8.66E-13,6746.654178,5207.578225,6994.932949,5174.895909,6261.844843,4557.521927,6159.799265,4537.995126
1662,WBGene00020051,117.0062548,1.206622327,0.1616594916,7.463974525,8.40E-14,8.67E-13,84.19439525,149.6256217,51.65321649,158.0645497,80.52966092,180.5575627,63.60483485,167.8201971
1663,WBGene00020658,848.9340405,0.5138369658,0.06884258494,7.463940615,8.40E-14,8.67E-13,716.1149662,896.7427463,695.9591274,1003.366272,685.8295298,1102.913191,700.7498185,989.7966727
1664,WBGene00010307,2039.124446,-0.3188678972,0.0427290875,-7.462548719,8.49E-14,8.76E-13,2207.558539,1808.650251,2362.455007,1818.12412,2248.635916,1823.364549,2240.425476,1803.78171
1665,WBGene00009661,14767.41152,-0.2942307956,0.03943373467,-7.461398167,8.56E-14,8.83E-13,15197.55095,13086.17599,17061.87298,13569.87977,16136.90513,13117.5514,16685.3028,13284.05315
1666,WBGene00011970,1924.617276,-0.3832929482,0.05137725118,-7.460363086,8.63E-14,8.90E-13,2087.280832,1736.870392,2049.817118,1643.260439,2290.228159,1638.359756,2283.194244,1667.927265
1667,WBGene00012128,3838.513897,-0.2693744014,0.03610994905,-7.459838865,8.66E-14,8.93E-13,4099.619399,3533.388837,4228.767276,3533.926261,4270.726853,3401.241969,4185.856114,3454.584466
1668,WBGene00000865,16271.13575,-0.2937018321,0.03937678852,-7.458755352,8.73E-14,9.00E-13,17330.16722,14915.04593,18833.03459,15139.83491,17895.28355,13839.78165,17634.98878,14580.94937
1669,WBGene00021025,31.25566969,2.748218093,0.3686577326,7.454660107,9.01E-14,9.27E-13,8.326918212,47.51624473,9.515066195,48.10660208,5.309647973,79.16070482,9.869715753,42.24045778
1670,WBGene00008875,23.19769565,3.587461174,0.4812451242,7.454540303,9.02E-14,9.28E-13,5.551278808,45.49427687,1.359295171,37.41624606,4.424706644,56.03510566,2.193270167,33.10738582
1671,WBGene00011061,30122.61929,-0.2640096994,0.03542077121,-7.453527703,9.09E-14,9.34E-13,32041.05606,27467.4224,35024.95867,27456.65224,32119.83047,27038.27265,32307.9662,27524.79559
1672,WBGene00022074,5704.857287,-0.2811740981,0.03773171201,-7.451930566,9.20E-14,9.45E-13,6240.562593,5266.215293,6381.890827,5362.740737,6143.262705,5006.692218,6278.235854,4959.25807
1673,WBGene00022882,2535.321516,-0.332077115,0.04456734557,-7.451130659,9.25E-14,9.50E-13,2709.024058,2271.680892,2876.268581,2248.029151,2824.732722,2127.555123,2892.923351,2332.35825
1674,WBGene00011904,598.1094968,0.6200825264,0.08323283636,7.449974715,9.34E-14,9.58E-13,470.0082724,626.8100368,481.1904905,702.5091097,476.9833762,820.0693241,458.393465,748.9119
1675,WBGene00000151,2507.76291,-0.3744950227,0.05027511697,-7.448914001,9.41E-14,9.65E-13,2973.635015,2342.449767,2755.291311,2160.215512,2762.786829,2035.052726,2829.318516,2203.353608
1676,WBGene00013334,190.3058611,0.8558837451,0.1149485398,7.445799193,9.64E-14,9.88E-13,136.0063308,233.5372879,123.6958605,234.4242355,138.0508473,256.160483,142.5625609,258.0092826
1677,WBGene00009743,53.06207183,1.704223712,0.2290178431,7.441445121,9.96E-14,1.02E-12,29.60682031,85.93363408,21.74872273,81.70486385,24.77835721,88.05516604,23.02933676,69.63967363
1678,WBGene00013307,7300.635125,-0.3497011922,0.04699640567,-7.441019951,9.99E-14,1.02E-12,7908.721875,6318.649565,8980.863193,6609.694406,7745.891451,6250.137896,8098.650093,6492.472524
1679,WBGene00000411,10509.8222,-0.2313879559,0.03110487272,-7.438961669,1.01E-13,1.04E-12,11054.44653,9603.336355,11469.73265,9932.867934,11479.45892,9566.882484,11406.10151,9565.751235
1680,WBGene00007753,326.6896404,0.6581095095,0.08850105664,7.43617686,1.04E-13,1.06E-12,240.555415,394.2837329,267.7811486,408.5243193,243.3588654,386.0196168,264.2890552,408.7049698
1681,WBGene00004123,54.14949467,1.714312798,0.2305498652,7.435757102,1.04E-13,1.06E-12,24.98075463,67.73592334,23.1080179,86.286445,25.66329854,96.94962725,27.41587709,81.05601357
1682,WBGene00018701,9259.819061,-0.3658187474,0.04919805612,-7.435634174,1.04E-13,1.06E-12,9997.853133,7841.191364,11363.70763,8710.349364,10156.47163,7831.573101,10203.09282,7974.313448
1683,WBGene00013672,358.136908,0.6774549258,0.09112391625,7.434436025,1.05E-13,1.07E-12,256.2840383,401.3606204,274.5776245,460.4489056,269.9071053,466.0697677,303.7679182,432.6792837
1684,WBGene00014051,153.5895875,1.097445455,0.1476642962,7.432029832,1.07E-13,1.09E-12,87.89524779,180.9661235,103.306433,193.953602,98.2284875,261.4971597,103.0836979,199.7859489
1685,WBGene00008722,3117.282634,-0.3518480268,0.04734420036,-7.43170281,1.07E-13,1.09E-12,3459.37191,2944.996189,3648.348238,2686.333748,3397.289761,2745.720177,3481.816391,2574.384656
1686,WBGene00000967,2452.508705,0.3553782138,0.04785186308,7.426632756,1.11E-13,1.13E-12,2285.276443,2846.930748,2135.452713,2799.346083,2095.541067,2595.403783,2089.089834,2773.028971
1687,WBGene00016944,3115.846021,-0.3482271603,0.0468931574,-7.425969579,1.12E-13,1.14E-12,3493.604796,2883.326169,3573.587004,2685.570151,3395.519879,2543.815908,3494.976012,2856.368253
1688,WBGene00006817,3989.384056,-0.3652374168,0.04918475225,-7.425826096,1.12E-13,1.14E-12,4540.020852,3749.739398,4739.86226,3516.363533,4291.080503,3419.030891,4401.893226,3257.081785
1689,WBGene00015400,6707.884165,0.3430322471,0.0462052634,7.424094614,1.14E-13,1.15E-12,6012.960162,7517.676506,5569.032315,7558.081705,6387.506511,7211.629154,5676.183193,7730.003773
1690,WBGene00001568,5074.346319,-0.2915745185,0.03927627431,-7.423680673,1.14E-13,1.16E-12,5325.526803,4580.768189,5902.059631,4603.725459,5528.228481,4467.687869,5592.838927,4593.935192
1691,WBGene00009081,268.5559895,0.734835214,0.09898727916,7.423531793,1.14E-13,1.16E-12,198.9208239,335.6466649,228.3615887,326.8194554,185.837679,347.7734335,196.29768,328.7905903
1692,WBGene00022743,426.9105629,0.6454214429,0.08694634535,7.423215321,1.14E-13,1.16E-12,306.2455476,472.1294955,341.1830879,503.2103297,357.5162968,556.7932721,326.7972549,551.4092191
1693,WBGene00017745,271.8509554,0.7418442388,0.0999387256,7.422990782,1.15E-13,1.16E-12,201.6964633,349.8004399,186.2234384,315.3655025,219.4654495,363.7834637,203.9741256,334.4987602
1694,WBGene00015857,26.00300272,3.256840777,0.4387804919,7.422483081,1.15E-13,1.17E-12,3.700852538,42.46132508,4.077885512,38.17984292,7.07953063,37.35673711,4.386540335,70.78130762
1695,WBGene00002276,3523.833706,-0.3166675415,0.0426924074,-7.417420586,1.19E-13,1.21E-12,3742.48713,3217.96185,4009.920754,3191.834868,3854.804428,2977.865615,4032.327203,3163.467797
1696,WBGene00017269,2464.186041,-0.3313004307,0.04466758112,-7.417021974,1.20E-13,1.21E-12,2803.395798,2313.131233,2724.027522,2194.577371,2736.238589,2159.575183,2720.751643,2061.790993
1697,WBGene00001730,43.68907908,2.339185197,0.315397583,7.416623725,1.20E-13,1.22E-12,14.80341015,78.85674657,5.437180683,46.57940836,21.23859189,82.71848931,14.25625609,85.62254955
1698,WBGene00002139,220.4387193,0.9345104741,0.1260203904,7.415549747,1.21E-13,1.23E-12,143.4080359,301.2732113,148.1631736,228.3154607,161.0593218,314.863927,151.3356415,315.0909823
1699,WBGene00021559,2865.460911,-0.2988897175,0.0403096003,-7.414851926,1.22E-13,1.23E-12,3074.483246,2649.788882,3250.074753,2517.578842,3106.144064,2539.368677,3216.4307,2569.81812
1700,WBGene00016278,2884.569869,-0.2962239817,0.0399551552,-7.413911427,1.23E-13,1.24E-12,3283.581415,2584.074926,3092.396514,2671.825408,3186.673725,2549.152584,3155.019136,2553.835244
1701,WBGene00012315,5468.509877,-0.2901591214,0.0391393776,-7.413483279,1.23E-13,1.24E-12,5881.579897,5094.348025,6260.913557,4946.580449,5799.020528,4770.988996,6131.286753,4863.360814
1702,WBGene00009507,3725.879774,-0.3175065873,0.04285331965,-7.409147993,1.27E-13,1.28E-12,3947.884445,3406.004861,4159.443223,3351.426612,4149.489891,3129.960902,4280.166732,3382.661524
1703,WBGene00017317,11603.95731,-0.2287052796,0.03089089439,-7.403647068,1.32E-13,1.34E-12,12494.07817,10667.90243,12901.07047,10859.87452,12289.18023,10466.11251,12409.52261,10743.91752
1704,WBGene00022488,2507.284298,-0.2990656541,0.04040411607,-7.401861076,1.34E-13,1.35E-12,2720.126616,2240.34039,2786.5551,2250.319942,2773.406124,2176.47466,2783.259842,2327.791714
1705,WBGene00000190,63.09007355,1.637470505,0.2212316426,7.401610756,1.35E-13,1.36E-12,25.90596777,88.96658587,46.21603581,89.34083243,28.31812252,93.39184277,24.12597184,108.4552294
1706,WBGene00021200,2989.390617,-0.3140501255,0.04243701602,-7.400381906,1.36E-13,1.37E-12,3250.273742,2678.096432,3377.848499,2699.314895,3361.892108,2514.464186,3262.489374,2770.745703
1707,WBGene00017886,2135.686413,-0.3369211912,0.04553511475,-7.399151031,1.37E-13,1.38E-12,2372.246477,1905.704709,2377.407254,1894.483806,2341.554756,1778.002797,2442.206331,1973.885176
1708,WBGene00015779,182.9525752,0.9234404459,0.1248119364,7.398654909,1.38E-13,1.38E-12,127.6794126,218.372529,111.462204,262.6773193,145.1303779,248.1554679,119.5332241,230.6100668
1709,WBGene00004874,10526.15151,-0.2905139289,0.03926654435,-7.3985102,1.38E-13,1.38E-12,11099.78198,9148.393586,11589.35063,9477.00061,11801.57756,9224.445727,11835.98246,10032.67954
1710,WBGene00004063,2711.451448,-0.3306458671,0.0447012246,-7.396796621,1.40E-13,1.40E-12,2933.85085,2501.174244,3165.798453,2454.9639,2979.597454,2357.032222,3011.35994,2287.834524
1711,WBGene00019940,12629.79648,-0.3366450883,0.04551490518,-7.396370198,1.40E-13,1.41E-12,13215.74441,10489.96926,14624.65674,11075.20883,14109.50455,11149.20713,14438.29751,11935.78341
1712,WBGene00020820,1680.651493,-0.3665327776,0.04955780967,-7.396064918,1.40E-13,1.41E-12,1810.642104,1541.750494,1897.576058,1436.325691,1953.065513,1492.490592,1911.434951,1401.926545
1713,WBGene00006575,438.5809149,0.881077349,0.119153859,7.394450805,1.42E-13,1.42E-12,349.7305649,459.9976883,252.8289018,659.7476857,351.3217075,571.9138562,277.4486762,585.6582389
1714,WBGene00002243,99.55290925,1.29911483,0.1757651366,7.391197452,1.46E-13,1.46E-12,46.26065673,132.4388949,50.29392132,133.6294502,60.17601036,165.4369786,73.47455061,134.7128113
1715,WBGene00004217,11388.72335,-0.2441059309,0.03302963596,-7.390512301,1.46E-13,1.47E-12,11958.37976,10376.73906,12860.29161,10633.84985,12337.85201,10327.35892,12252.70379,10362.61176
1716,WBGene00021742,141.3635357,1.167049444,0.1579265247,7.389825401,1.47E-13,1.47E-12,67.54055883,152.6585735,95.15066195,197.0079895,93.80378085,221.4720843,93.21398211,210.0606549
1717,WBGene00022794,2084.417659,-0.3356838319,0.04543220201,-7.388676248,1.48E-13,1.48E-12,2343.56487,1938.056195,2294.490248,1802.852183,2305.272162,1757.545536,2355.57216,1877.98792
1718,WBGene00023159,1903.323957,0.5185627767,0.0701844415,7.388571679,1.48E-13,1.48E-12,1509.022623,1950.188002,1701.837554,2383.185795,1572.540741,2162.243522,1479.360728,2468.212695
1719,WBGene00016564,2177.348975,-0.3212216297,0.04347750554,-7.388225835,1.49E-13,1.49E-12,2376.872543,2005.792118,2510.61818,1897.538193,2375.182527,1889.183562,2413.693819,1949.910862
1720,WBGene00008750,2191.947289,-0.3817002098,0.05166972864,-7.387308195,1.50E-13,1.50E-12,2362.994346,1958.275873,2657.422059,1878.448272,2448.632657,1783.339474,2453.172682,1993.292953
1721,WBGene00019644,32.87642414,2.82449039,0.3823671694,7.386853831,1.50E-13,1.50E-12,13.87819702,42.46132508,12.23365654,51.92458637,2.654823986,73.82402809,4.386540335,61.64823567
1722,WBGene00007751,170.3985592,0.892321036,0.1208142145,7.385894449,1.51E-13,1.51E-12,131.3802651,215.3395772,116.8993847,222.9702827,114.1574314,214.3565153,114.0500487,234.0349688
1723,WBGene00000405,9574.909799,-0.3075339275,0.04164021029,-7.38550371,1.52E-13,1.51E-12,10424.37639,8846.109391,11333.80313,8745.474819,10344.96413,8218.482163,10271.08419,8414.984169
1724,WBGene00001051,6077.146631,-0.2748835548,0.03723948324,-7.381508305,1.57E-13,1.56E-12,6579.1906,5715.092158,6762.493475,5541.422402,6520.247711,5239.727102,6757.465386,5501.534217
1725,WBGene00022423,154.1891292,1.040953156,0.1410336406,7.380885521,1.57E-13,1.57E-12,101.7734448,169.8453003,89.71348127,228.3154607,99.11342883,228.5876532,112.9534136,203.2108509
1726,WBGene00011885,7752.504317,-0.2649181621,0.03590749297,-7.377796113,1.61E-13,1.60E-12,8208.49093,7101.151127,8775.609622,6925.059909,8327.297904,6871.860735,8539.497396,7271.066907
1727,WBGene00000839,2985.798276,-0.3227385978,0.04376343885,-7.374616948,1.65E-13,1.64E-12,3196.61138,2695.283158,3266.386295,2594.702125,3350.387871,2554.489261,3455.497149,2773.028971
1728,WBGene00004208,24027.04315,-0.3041606971,0.04125315582,-7.373028586,1.67E-13,1.66E-12,24917.84014,21025.4328,28516.65339,22048.85929,26220.81157,21337.81246,26557.21182,21591.72373
1729,WBGene00000519,3095.583598,-0.304681768,0.0413285804,-7.372180827,1.68E-13,1.67E-12,3471.399681,2880.293218,3255.511934,2764.220627,3491.093542,2701.247871,3460.980324,2739.921585
1730,WBGene00011042,44.59270963,1.98298307,0.2689865457,7.372052993,1.68E-13,1.67E-12,18.50426269,72.79084299,16.31154205,68.72371726,11.50423727,80.93959706,26.31924201,61.64823567
1731,WBGene00017607,2858.453203,-0.3038919597,0.04122258641,-7.371977021,1.68E-13,1.67E-12,3210.489577,2654.843801,3160.361272,2496.19813,3119.418184,2461.986865,3138.569609,2625.758186
1732,WBGene00004173,172.9759069,1.283185276,0.1742451047,7.364254383,1.78E-13,1.77E-12,91.59610033,227.4713843,72.04264405,207.6983455,127.4315513,326.4267266,109.6635084,221.4769948
1733,WBGene00020360,94.75051512,1.410280393,0.1915540018,7.362312349,1.81E-13,1.79E-12,37.00852538,132.4388949,46.21603581,113.7759319,55.75130371,152.9847329,67.99137519,151.8373212
1734,WBGene00020083,29.61688118,2.579181294,0.3504176317,7.360306847,1.83E-13,1.82E-12,10.17734448,52.57116438,4.077885512,39.70703664,7.964471959,57.8139979,10.96635084,53.65679771
1735,WBGene00003210,9240.270026,-0.3158235547,0.04291161613,-7.359861576,1.84E-13,1.82E-12,9847.043392,7836.136444,10398.60806,8265.172396,10260.89471,7974.773926,10482.73476,8856.796525
1736,WBGene00022452,7310.622265,-0.3385797937,0.04601018716,-7.358800618,1.86E-13,1.84E-12,8014.196172,6673.504925,8713.082045,6740.269469,7911.37548,6396.896506,8030.658718,6004.994808
1737,WBGene00003813,1555.857478,0.3978590764,0.05407071486,7.358124956,1.87E-13,1.84E-12,1348.96075,1722.716617,1330.749972,1653.187198,1392.01271,1850.047933,1294.029399,1855.15524
1738,WBGene00013853,72.15846058,1.482168011,0.2014548765,7.357320097,1.88E-13,1.85E-12,42.55980419,94.02150553,44.85674064,94.68601044,35.39765315,117.406888,29.60914726,118.7299354
1739,WBGene00019354,2645.852542,-0.3566603496,0.04848009779,-7.356840556,1.88E-13,1.86E-12,3059.679836,2385.922076,3028.50964,2429.765203,2849.511079,2319.675485,2954.334915,2139.422105
1740,WBGene00008743,88.46976546,1.537881828,0.2092083637,7.350957679,1.97E-13,1.94E-12,49.03629613,108.1752806,62.52757786,128.2842722,33.62777049,168.9947631,38.38222793,118.7299354
1741,WBGene00019820,3203.450546,-0.2743598368,0.03732965101,-7.349649122,1.99E-13,1.96E-12,3500.081288,2860.073539,3562.712643,2968.100989,3430.03259,2905.820479,3542.13132,2858.651521
1742,WBGene00014202,5349.760163,-0.25569518,0.03479391847,-7.348846902,2.00E-13,1.97E-12,5774.255173,4761.734312,5869.436547,4896.183056,5783.091584,4780.772904,5862.611157,5069.996567
1743,WBGene00006727,54390.84182,-0.3222555881,0.04386054644,-7.347277092,2.02E-13,1.99E-12,57477.01556,47538.48637,65788.52697,50513.45938,59342.39563,47089.94602,59164.5594,48212.3452
1744,WBGene00019236,41.76545823,1.992910289,0.2712690753,7.346618065,2.03E-13,2.00E-12,22.20511523,58.63706796,10.87436137,71.01450783,19.46870923,70.26624361,13.159621,68.49803964
1745,WBGene00000417,7561.545268,-0.3652275394,0.04972292284,-7.345254834,2.05E-13,2.02E-12,7797.696299,6657.329182,9201.069011,6945.677024,8575.081476,6324.851371,8489.052183,6501.605595
1746,WBGene00000894,14664.33239,-0.2616414721,0.03564946205,-7.339282474,2.15E-13,2.11E-12,15169.79456,13455.18513,16737.00144,13407.99724,16084.69359,13083.75245,15976.87653,13399.35819
1747,WBGene00007762,3201.788439,-0.2800333873,0.03816468686,-7.337499935,2.18E-13,2.14E-12,3563.920995,2944.996189,3494.747884,2942.902292,3569.85332,2842.669805,3417.114921,2838.102109
1748,WBGene00000876,4415.172524,-0.2461481422,0.03355459318,-7.335751051,2.20E-13,2.17E-12,4806.482234,4099.539838,4719.472833,4067.680465,4783.992824,3985.608071,4852.610245,4005.993685
1749,WBGene00007541,22.05307036,3.755884843,0.5119934548,7.335806362,2.20E-13,2.17E-12,3.700852538,38.41738935,0,35.12545549,5.309647973,55.14565954,2.193270167,36.53228781
1750,WBGene00022104,115.1277678,1.24830579,0.1701726928,7.33552352,2.21E-13,2.17E-12,72.1666245,131.427911,69.32405371,142.7926125,69.02542365,171.6631015,61.41156469,203.2108509
1751,WBGene00008929,48.00582622,2.004403199,0.2732678449,7.334939828,2.22E-13,2.18E-12,18.50426269,67.73592334,24.46731307,76.35968584,22.12353322,102.286304,12.06298592,60.50660168
1752,WBGene00018976,79.67451604,1.605660348,0.2189363333,7.333914495,2.24E-13,2.19E-12,50.8867224,103.1203609,32.6230841,100.7947853,26.54823986,144.9797178,47.1553086,131.2879093
